AEROLINEA_COMPLETA,ORIGEN_COMPLETO,DESTINO_COMPLETO
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,ASE - Aspen-Pitkin County Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,ATL - Hartsfield-Jackson Atlanta International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,AUS - Austin-Bergstrom International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,BFL - Meadows Field
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,BHM - Birmingham-Shuttlesworth International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,BNA - Nashville International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,BOI - Boise Airport (Boise Air Terminal)
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,BRO - Brownsville/South Padre Island International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,BTR - Baton Rouge Metropolitan Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,BZN - Bozeman Yellowstone International Airport (Gallatin Field Airport)
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,CAE - Columbia Metropolitan Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,CHS - Charleston International Airport/Charleston AFB
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,CLE - Cleveland Hopkins International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,CLT - Charlotte Douglas International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,CMH - Port Columbus International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,COS - City of Colorado Springs Municipal Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,CRP - Corpus Christi International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,CVG - Cincinnati/Northern Kentucky International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,DAL - Dallas Love Field
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,DCA - Ronald Reagan Washington National Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,DFW - Dallas/Fort Worth International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,DSM - Des Moines International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,ELP - El Paso International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,GRR - Gerald R. Ford International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,GUC - Gunnison-Crested Butte Regional Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,HDN - Yampa Valley Airport (Yampa Valley Regional)
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,HRL - Valley International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,IAD - Washington Dulles International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,ICT - Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport)
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,IND - Indianapolis International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,JAC - Jackson Hole Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,JAX - Jacksonville International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,LFT - Lafayette Regional Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,LIT - Bill and Hillary Clinton National Airport (Adams Field)
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,MAF - Midland International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,MCI - Kansas City International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,MEM - Memphis International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,MFE - McAllen-Miller International Airport (McAllen Miller International)
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,MIA - Miami International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,MKE - General Mitchell International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,MOB - Mobile Regional Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,MSY - Louis Armstrong New Orleans International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,MTJ - Montrose Regional Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,OKC - Will Rogers World Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,OMA - Eppley Airfield
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,ONT - Ontario International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,ORF - Norfolk International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,PBI - Palm Beach International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,PHL - Philadelphia International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,PHX - Phoenix Sky Harbor International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,PIA - General Wayne A. Downing Peoria International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,PIT - Pittsburgh International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,PSP - Palm Springs International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,RAP - Rapid City Regional Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,RDU - Raleigh-Durham International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,RIC - Richmond International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,RNO - Reno/Tahoe International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,RSW - Southwest Florida International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,SAN - San Diego International Airport (Lindbergh Field)
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,SAT - San Antonio International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,SAV - Savannah/Hilton Head International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,SDF - Louisville International Airport (Standiford Field)
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,SHV - Shreveport Regional Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,STL - St. Louis International Airport at Lambert Field
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,TUL - Tulsa International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,TUS - Tucson International Airport
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,VPS - Destin-Fort Walton Beach Airport/Eglin AFB
OO - Skywest Airlines Inc.,IAH - George Bush Intercontinental Airport,XNA - Northwest Arkansas Regional Airport
OO - Skywest Airlines Inc.,ICT - Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),DEN - Denver International Airport
OO - Skywest Airlines Inc.,ICT - Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,ICT - Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),LAX - Los Angeles International Airport
OO - Skywest Airlines Inc.,ICT - Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,ICT - Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,IDA - Idaho Falls Regional Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,IDA - Idaho Falls Regional Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,IDA - Idaho Falls Regional Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,ILM - Wilmington International Airport,ATL - Hartsfield-Jackson Atlanta International Airport
OO - Skywest Airlines Inc.,IMT - Ford Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,IMT - Ford Airport,RHI - Rhinelander-Oneida County Airport
OO - Skywest Airlines Inc.,IND - Indianapolis International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,IND - Indianapolis International Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,IND - Indianapolis International Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,IND - Indianapolis International Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,IND - Indianapolis International Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,INL - Falls International Airport,BRD - Brainerd Lakes Regional Airport
OO - Skywest Airlines Inc.,INL - Falls International Airport,HIB - Range Regional Airport (Chisholm-Hibbing Airport)
OO - Skywest Airlines Inc.,INL - Falls International Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,ISN - Sloulin Field International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,ISN - Sloulin Field International Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,ITH - Ithaca Tompkins Regional Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,JAC - Jackson Hole Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,JAC - Jackson Hole Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,JAC - Jackson Hole Airport,LAX - Los Angeles International Airport
OO - Skywest Airlines Inc.,JAC - Jackson Hole Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,JAC - Jackson Hole Airport,SEA - Seattle-Tacoma International Airport
OO - Skywest Airlines Inc.,JAC - Jackson Hole Airport,SFO - San Francisco International Airport
OO - Skywest Airlines Inc.,JAC - Jackson Hole Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,JAX - Jacksonville International Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,JAX - Jacksonville International Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,JMS - Jamestown Regional Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,JMS - Jamestown Regional Airport,DVL - Devils Lake Regional Airport
OO - Skywest Airlines Inc.,JNU - Juneau International Airport,SEA - Seattle-Tacoma International Airport
OO - Skywest Airlines Inc.,KTN - Ketchikan International Airport,SEA - Seattle-Tacoma International Airport
OO - Skywest Airlines Inc.,LAN - Capital Region International Airport ( Lansing Capital City),DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,LAN - Capital Region International Airport ( Lansing Capital City),MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,LAR - Laramie Regional Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,LAS - McCarran International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,LAS - McCarran International Airport,LAX - Los Angeles International Airport
OO - Skywest Airlines Inc.,LAS - McCarran International Airport,SEA - Seattle-Tacoma International Airport
OO - Skywest Airlines Inc.,LAS - McCarran International Airport,SFO - San Francisco International Airport
OO - Skywest Airlines Inc.,LAS - McCarran International Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,ABQ - Albuquerque International Sunport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,ASE - Aspen-Pitkin County Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,AUS - Austin-Bergstrom International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,BOI - Boise Airport (Boise Air Terminal)
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,BZN - Bozeman Yellowstone International Airport (Gallatin Field Airport)
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,CLD - McClellan-Palomar Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,COS - City of Colorado Springs Municipal Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,DFW - Dallas/Fort Worth International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,ELP - El Paso International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,EUG - Eugene Airport (Mahlon Sweet Field)
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,FAT - Fresno Yosemite International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,GEG - Spokane International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,HDN - Yampa Valley Airport (Yampa Valley Regional)
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,ICT - Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport)
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,JAC - Jackson Hole Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,LAS - McCarran International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,MCI - Kansas City International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,MRY - Monterey Regional Airport (Monterey Peninsula Airport)
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,MTJ - Montrose Regional Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,OAK - Oakland International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,OKC - Will Rogers World Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,PDX - Portland International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,PHX - Phoenix Sky Harbor International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,PSP - Palm Springs International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,RDM - Redmond Municipal Airport (Roberts Field)
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,RNO - Reno/Tahoe International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,SAF - Santa Fe Municipal Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,SAN - San Diego International Airport (Lindbergh Field)
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,SAT - San Antonio International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,SBA - Santa Barbara Municipal Airport (Santa Barbara Airport)
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,SBP - San Luis Obispo County Regional Airport (McChesney Field)
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,SEA - Seattle-Tacoma International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,SFO - San Francisco International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,SJC - Norman Y. Mineta San José International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,SMF - Sacramento International Airport
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,SMX - Santa Maria Public Airport (Capt G. Allan Hancock Field)
OO - Skywest Airlines Inc.,LAX - Los Angeles International Airport,TUS - Tucson International Airport
OO - Skywest Airlines Inc.,LBB - Lubbock Preston Smith International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,LEX - Blue Grass Airport,ATL - Hartsfield-Jackson Atlanta International Airport
OO - Skywest Airlines Inc.,LEX - Blue Grass Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,LEX - Blue Grass Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,LEX - Blue Grass Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,LFT - Lafayette Regional Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,LGB - Long Beach Airport (Daugherty Field),PHX - Phoenix Sky Harbor International Airport
OO - Skywest Airlines Inc.,LGB - Long Beach Airport (Daugherty Field),SEA - Seattle-Tacoma International Airport
OO - Skywest Airlines Inc.,LGB - Long Beach Airport (Daugherty Field),SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,LIT - Bill and Hillary Clinton National Airport (Adams Field),DEN - Denver International Airport
OO - Skywest Airlines Inc.,LIT - Bill and Hillary Clinton National Airport (Adams Field),IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,LIT - Bill and Hillary Clinton National Airport (Adams Field),ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,LNK - Lincoln Airport (Lincoln Municipal),DEN - Denver International Airport
OO - Skywest Airlines Inc.,LNK - Lincoln Airport (Lincoln Municipal),MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,LNK - Lincoln Airport (Lincoln Municipal),ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,LSE - La Crosse Regional Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,LWS - Lewiston-Nez Perce County Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,MAF - Midland International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,MAF - Midland International Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,MBS - MBS International Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,MBS - MBS International Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,MBS - MBS International Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,MCI - Kansas City International Airport,CVG - Cincinnati/Northern Kentucky International Airport
OO - Skywest Airlines Inc.,MCI - Kansas City International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,MCI - Kansas City International Airport,DLH - Duluth International Airport
OO - Skywest Airlines Inc.,MCI - Kansas City International Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,MCI - Kansas City International Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,MCI - Kansas City International Airport,LAX - Los Angeles International Airport
OO - Skywest Airlines Inc.,MCI - Kansas City International Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,MCI - Kansas City International Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,MCI - Kansas City International Airport,PHX - Phoenix Sky Harbor International Airport
OO - Skywest Airlines Inc.,MCI - Kansas City International Airport,SFO - San Francisco International Airport
OO - Skywest Airlines Inc.,MCI - Kansas City International Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,MDT - Harrisburg International Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,MDW - Chicago Midway International Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,MDW - Chicago Midway International Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,MDW - Chicago Midway International Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,MEM - Memphis International Airport,CVG - Cincinnati/Northern Kentucky International Airport
OO - Skywest Airlines Inc.,MEM - Memphis International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,MEM - Memphis International Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,MEM - Memphis International Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,MEM - Memphis International Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,MEM - Memphis International Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,MEM - Memphis International Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,MFE - McAllen-Miller International Airport (McAllen Miller International),IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,MFR - Rogue Valley International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,MFR - Rogue Valley International Airport,SFO - San Francisco International Airport
OO - Skywest Airlines Inc.,MFR - Rogue Valley International Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,MGM - Montgomery Regional Airport,ATL - Hartsfield-Jackson Atlanta International Airport
OO - Skywest Airlines Inc.,MIA - Miami International Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,MIA - Miami International Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,MIA - Miami International Airport,PBI - Palm Beach International Airport
OO - Skywest Airlines Inc.,MKE - General Mitchell International Airport,CVG - Cincinnati/Northern Kentucky International Airport
OO - Skywest Airlines Inc.,MKE - General Mitchell International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,MKE - General Mitchell International Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,MKE - General Mitchell International Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,MKE - General Mitchell International Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,MKE - General Mitchell International Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,MKE - General Mitchell International Airport,SEA - Seattle-Tacoma International Airport
OO - Skywest Airlines Inc.,MKG - Muskegon County Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,MLI - Quad City International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,MLI - Quad City International Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,MLI - Quad City International Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,MLI - Quad City International Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,MLU - Monroe Regional Airport,ATL - Hartsfield-Jackson Atlanta International Airport
OO - Skywest Airlines Inc.,MMH - Mammoth Yosemite Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,MMH - Mammoth Yosemite Airport,SFO - San Francisco International Airport
OO - Skywest Airlines Inc.,MOB - Mobile Regional Airport,ATL - Hartsfield-Jackson Atlanta International Airport
OO - Skywest Airlines Inc.,MOB - Mobile Regional Airport,IAH - George Bush Intercontinental Airport
OO - Skywest Airlines Inc.,MOT - Minot International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,MOT - Minot International Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,MQT - Sawyer International Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,MRY - Monterey Regional Airport (Monterey Peninsula Airport),LAX - Los Angeles International Airport
OO - Skywest Airlines Inc.,MRY - Monterey Regional Airport (Monterey Peninsula Airport),PHX - Phoenix Sky Harbor International Airport
OO - Skywest Airlines Inc.,MRY - Monterey Regional Airport (Monterey Peninsula Airport),SFO - San Francisco International Airport
OO - Skywest Airlines Inc.,MSN - Dane County Regional Airport,BOS - Gen. Edward Lawrence Logan International Airport
OO - Skywest Airlines Inc.,MSN - Dane County Regional Airport,CID - The Eastern Iowa Airport
OO - Skywest Airlines Inc.,MSN - Dane County Regional Airport,CVG - Cincinnati/Northern Kentucky International Airport
OO - Skywest Airlines Inc.,MSN - Dane County Regional Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,MSN - Dane County Regional Airport,DTW - Detroit Metropolitan Airport
OO - Skywest Airlines Inc.,MSN - Dane County Regional Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,MSN - Dane County Regional Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,MSN - Dane County Regional Airport,SAN - San Diego International Airport (Lindbergh Field)
OO - Skywest Airlines Inc.,MSN - Dane County Regional Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,MSO - Missoula International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,MSO - Missoula International Airport,MSP - Minneapolis-Saint Paul International Airport
OO - Skywest Airlines Inc.,MSO - Missoula International Airport,ORD - Chicago O'Hare International Airport
OO - Skywest Airlines Inc.,MSO - Missoula International Airport,SEA - Seattle-Tacoma International Airport
OO - Skywest Airlines Inc.,MSO - Missoula International Airport,SFO - San Francisco International Airport
OO - Skywest Airlines Inc.,MSO - Missoula International Airport,SLC - Salt Lake City International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,ABR - Aberdeen Regional Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,ASE - Aspen-Pitkin County Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,ATW - Appleton International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,AUS - Austin-Bergstrom International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,AZO - Kalamazoo/Battle Creek International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,BDL - Bradley International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,BIL - Billings Logan International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,BIS - Bismarck Municipal Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,BJI - Bemidji Regional Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,BMI - Central Illinois Regional Airport at Bloomington-Normal
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,BNA - Nashville International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,BOI - Boise Airport (Boise Air Terminal)
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,BRD - Brainerd Lakes Regional Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,BZN - Bozeman Yellowstone International Airport (Gallatin Field Airport)
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,CID - The Eastern Iowa Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,CLE - Cleveland Hopkins International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,CMH - Port Columbus International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,CVG - Cincinnati/Northern Kentucky International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,CWA - Central Wisconsin Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,DAY - James M. Cox Dayton International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,DEN - Denver International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,DFW - Dallas/Fort Worth International Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,DIK - Dickinson Theodore Roosevelt Regional Airport
OO - Skywest Airlines Inc.,MSP - Minneapolis-Saint Paul International Airport,DLH - Duluth International Airport
