AEROLINEA_COMPLETA,ORIGEN_COMPLETO,DESTINO_COMPLETO
UA - United Air Lines Inc.,MCO - Orlando International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,MCO - Orlando International Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,MCO - Orlando International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,MCO - Orlando International Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,MDT - Harrisburg International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,MEM - Memphis International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,MEM - Memphis International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,MFE - McAllen-Miller International Airport (McAllen Miller International),IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,MIA - Miami International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,MIA - Miami International Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,MIA - Miami International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,MIA - Miami International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,MSN - Dane County Regional Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,MSN - Dane County Regional Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,MSN - Dane County Regional Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,MSN - Dane County Regional Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,MSN - Dane County Regional Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,MSN - Dane County Regional Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,MSP - Minneapolis-Saint Paul International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,MSP - Minneapolis-Saint Paul International Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,MSP - Minneapolis-Saint Paul International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,MSP - Minneapolis-Saint Paul International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,MSP - Minneapolis-Saint Paul International Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,MSY - Louis Armstrong New Orleans International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,MSY - Louis Armstrong New Orleans International Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,MSY - Louis Armstrong New Orleans International Airport,IAD - Washington Dulles International Airport
UA - United Air Lines Inc.,MSY - Louis Armstrong New Orleans International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,MSY - Louis Armstrong New Orleans International Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,MSY - Louis Armstrong New Orleans International Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,MSY - Louis Armstrong New Orleans International Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,MTJ - Montrose Regional Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,MTJ - Montrose Regional Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,MTJ - Montrose Regional Airport,LGA - LaGuardia Airport (Marine Air Terminal)
UA - United Air Lines Inc.,MTJ - Montrose Regional Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,OGG - Kahului Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,OGG - Kahului Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,OGG - Kahului Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,OGG - Kahului Airport,SFO - San Francisco International Airport
UA - United Air Lines Inc.,OKC - Will Rogers World Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,OKC - Will Rogers World Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,OKC - Will Rogers World Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,OKC - Will Rogers World Airport,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,OMA - Eppley Airfield,DEN - Denver International Airport
UA - United Air Lines Inc.,OMA - Eppley Airfield,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,OMA - Eppley Airfield,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,OMA - Eppley Airfield,ORD - Chicago O'Hare International Airport
UA - United Air Lines Inc.,OMA - Eppley Airfield,SFO - San Francisco International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,ABQ - Albuquerque International Sunport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,ALB - Albany International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,ANC - Ted Stevens Anchorage International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,ATL - Hartsfield-Jackson Atlanta International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,AUS - Austin-Bergstrom International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,BDL - Bradley International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,BNA - Nashville International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,BOI - Boise Airport (Boise Air Terminal)
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,BOS - Gen. Edward Lawrence Logan International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,BTV - Burlington International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,BUF - Buffalo Niagara International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,BWI - Baltimore-Washington International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,BZN - Bozeman Yellowstone International Airport (Gallatin Field Airport)
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,CHS - Charleston International Airport/Charleston AFB
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,CLE - Cleveland Hopkins International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,CLT - Charlotte Douglas International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,CMH - Port Columbus International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,DCA - Ronald Reagan Washington National Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,DEN - Denver International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,DFW - Dallas/Fort Worth International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,DSM - Des Moines International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,DTW - Detroit Metropolitan Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,EGE - Eagle County Regional Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,EWR - Newark Liberty International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,FAI - Fairbanks International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,FLL - Fort Lauderdale-Hollywood International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,GRR - Gerald R. Ford International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,HNL - Honolulu International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,IAD - Washington Dulles International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,IAH - George Bush Intercontinental Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,ICT - Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport)
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,IND - Indianapolis International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,JAC - Jackson Hole Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,JAX - Jacksonville International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,LAS - McCarran International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,LAX - Los Angeles International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,LGA - LaGuardia Airport (Marine Air Terminal)
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,MCI - Kansas City International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,MCO - Orlando International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,MDT - Harrisburg International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,MIA - Miami International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,MSN - Dane County Regional Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,MSP - Minneapolis-Saint Paul International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,MSY - Louis Armstrong New Orleans International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,MTJ - Montrose Regional Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,OGG - Kahului Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,OKC - Will Rogers World Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,OMA - Eppley Airfield
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,ORF - Norfolk International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,PBI - Palm Beach International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,PDX - Portland International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,PHL - Philadelphia International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,PHX - Phoenix Sky Harbor International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,PIT - Pittsburgh International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,PSP - Palm Springs International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,PVD - Theodore Francis Green State Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,RDU - Raleigh-Durham International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,RIC - Richmond International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,ROC - Greater Rochester International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,RSW - Southwest Florida International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,SAN - San Diego International Airport (Lindbergh Field)
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,SAT - San Antonio International Airport
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,SDF - Louisville International Airport (Standiford Field)
UA - United Air Lines Inc.,ORD - Chicago O'Hare International Airport,SEA - Seattle-Tacoma International Airport
